,actor_name,actor_facebook_likes,actor_oscar_nom
3665,Wray Crawford,418.0,
3666,Michael Aaron Milligan,1000.0,
3667,Anthony Edwards,495.0,
3668,Mike 'The Miz' Mizanin,217.0,
3669,Ahmed Hassan,10.0,
3670,Lizzie Brocheré,323.0,
3671,Remo,168.0,
3672,Philippe Petit,27.0,
3673,Peter Feeney,40.0,
3674,Adam Ratcliffe,606.0,
3675,Ashley Bell,400.0,
3676,Ana Claudia Talancón,163.0,
3677,Gina Montana,458.0,
3678,Paul Williams,356.0,
3679,David Patrick Kelly,380.0,
3680,Bill Irwin,471.0,
3681,T.R. Silambarasan,77.0,
3682,J.J. Abrams,14000.0,
3683,Lhakpa Dorji,0.0,
3684,Jim Backus,399.0,
3685,Luke Edwards,258.0,
3686,Keenan Tracey,108.0,
3687,Ludger Pistor,37.0,
3688,Will Estes,461.0,
3689,CJ Adams,450.0,
3690,Chris Cleveland,42.0,
3691,Gordon Jump,70.0,
3692,Natalie Press,46.0,
3693,Ann Miller,302.0,
3695,Michael Welch,611.0,
3696,Clifton Powell,469.0,
3697,Adel Karam,4.0,
3698,Pixie Davies,51.0,
3699,Lior Ashkenazi,30.0,
3700,Revathy,96.0,
3701,Marisa Coughlan,163.0,
3702,Gage Golightly,253.0,
3703,Donald Gibb,403.0,
3704,Leo Fitzpatrick,202.0,
3705,Elizabeth Meriwether,25.0,
3706,Jennifer Westfeldt,321.0,
3707,T.J. Storm,454.0,
3708,Rhonda Fleming,239.0,
3709,Gastón Pauls,22.0,
3710,Yuval Diskin,0.0,
3711,Salvator Xuereb,424.0,
3712,Theresa Russell,243.0,
3713,Lisa Brave,191.0,
3714,Jeff Garlin,522.0,
3715,Stanley Blystone,8.0,
3716,Jim O'Heir,485.0,
3717,Jenny O'Hara,189.0,
3718,John Arcilla,8.0,
3719,Georgina Reilly,98.0,
3720,Joey Lauren Adams,781.0,
3721,Jaime Zevallos,228.0,
3722,Bruce Hopkins,46.0,
3723,Jon Hunter,0.0,
3724,Sarah Lind,134.0,
3725,Joe Armstrong,98.0,
3726,Amber Marshall,265.0,
3727,Johnny Messner,522.0,
3728,Balthazar Getty,418.0,
3729,Glen Powell,571.0,
3730,Billy Gilbert,47.0,
3731,Mercedes Morán,5.0,
3732,Gabriel Beristain,70.0,
3733,Christina Moore,301.0,
3734,Adam DiMarco,382.0,
3735,Léa Drucker,4.0,
3736,Jonathan Mangum,147.0,
3738,Paprika Steen,278.0,
3739,Kieu Chinh,24.0,
3740,Tucker Smallwood,121.0,
3741,Aziz Muradillayev,0.0,
3742,Lenore Zann,23.0,
3743,Uday Chopra,145.0,
3744,Bryan Callen,460.0,
3745,Chloe Bridges,516.0,
3747,Adrienne King,121.0,
3749,Jenni Rivera,245.0,
3750,Jean Peters,79.0,
3752,Riley Keough,691.0,
3753,Elvis Nolasco,372.0,
3754,Laura San Giacomo,531.0,
3755,Vera Wilson,24.0,
3756,Randeep Hooda,209.0,
3757,Nigel Bruce,62.0,
3758,Luigi Pistilli,34.0,
3759,Regina Casé,9.0,
3760,Marshall Allman,330.0,
3761,Coyote Shivers,44.0,
3762,Johnny Amaro,29.0,
3763,Antonio Arrué,2.0,
3764,Denise Boutte,295.0,
3765,Kristin Booth,134.0,
3766,Victor Zinck Jr.,91.0,
3767,Cleavon Little,434.0,
3768,Sabrina Carmichael,500.0,
3769,Deirdre Lorenz,350.0,
3770,Gary Stretch,404.0,
3771,John Jarratt,457.0,
3772,CindyMarie Small,4.0,
3773,Frank Rautenbach,48.0,
3774,Marilyn Norry,95.0,
3775,Yayan Ruhian,342.0,
3776,Anella Vastola,0.0,
3777,Rosie Traynor,5.0,
3778,Shazahn Padamsee,22.0,
3779,Ron Rifkin,184.0,
3780,Renee Olstead,305.0,
3781,Jack Lord,275.0,
3782,Ingrid Bolsø Berdal,466.0,
3783,Ashley Laurence,209.0,
3784,Robin Givens,420.0,
3785,Naomi Nishida,3.0,
3786,Claudiu Trandafir,169.0,
3787,Cynthia Myers,46.0,
3788,Neville Brand,110.0,
3789,Al Gore,68.0,
3791,Keith Richards,426.0,
3792,Alex Lawther,47.0,
3793,Eric Schlosser,3.0,
3794,Robert Amaya,264.0,
3795,Julia Garner,300.0,
3796,Jenny Slate,457.0,
3798,Lou Adler,19.0,
3799,Natasha Gregson Wagner,104.0,
3800,Phyllis Diller,659.0,
3801,Saul Williams,38.0,
3802,Frank Gerrish,81.0,
3803,Manoj Bajpayee,186.0,
3804,Dian Bachar,203.0,
3805,Scandar Copti,13.0,
3806,Cara Seymour,71.0,
3807,Herman Koto,3.0,
3808,Marv Albert,7.0,
3809,Rufus Graham,3.0,
3810,Tom Hamann,24.0,
3811,Brian Whitaker,8.0,
3812,Patsy Kensit,231.0,
3813,Louis Mustillo,71.0,
3814,James Gunn,571.0,
3815,Emily Baldoni,261.0,
3816,Alexia Rasmussen,171.0,
3817,Paul Blackthorne,645.0,
3818,Vanilla Ice,361.0,
3820,Andrea Vergara,9.0,
3821,Ayesha Omar,5.0,
3822,Lauren C. Mayhew,157.0,
3824,Janette Armand,37.0,
3825,Germán Alcarazu,0.0,
3826,Marlene Forte,395.0,
3827,Sticky Fingaz,207.0,
3828,Anslem Richardson,59.0,
3829,Alexander Vlahos,334.0,
3830,Pierre Dulat,17.0,
3831,Chloe Rose,40.0,
3832,Shona Kay,211.0,
3833,David DeLuise,275.0,
3834,Gia Mantegna,413.0,
3835,Mike Colter,569.0,
3836,Robert Kennedy Jr.,28.0,
3837,Vlad Ivanov,60.0,
3838,Brian Dorton,171.0,
3839,G.J. Echternkamp,8.0,
3840,David Gallagher,796.0,
3841,Reza Sixo Safai,127.0,
3842,Melonie Diaz,270.0,
3843,Donnie Dunagan,12.0,
3844,Rian Bishop,140.0,
3845,Christophe Cherki,0.0,
3846,Janel Parrish,517.0,
3847,D. David Morin,234.0,
3848,Johnny Harris,146.0,
3849,Christopher Berry,207.0,
3850,Leila Hatami,712.0,
3851,Stephen McCole,11.0,
3852,Ken Leung,502.0,
3853,Todd Field,143.0,
3854,Francis Lederer,20.0,
3855,Melora Walters,188.0,
3856,Hilda Bernard,5.0,
3857,Tom Guiry,262.0,
3858,Eion Bailey,749.0,
3859,Kurt Angle,217.0,
3860,Stig Frode Henriksen,16.0,
3861,Larry Bagby,115.0,
3862,Alan Pietruszewski,93.0,
3863,Katy Helvenston-Wettengal,0.0,
3864,Fred Armisen,424.0,
3865,Larry King,135.0,
3866,Jake Ryan,128.0,
3867,Stefania Sandrelli,90.0,
3868,Christel Khalil,72.0,
3869,Nichola Burley,233.0,
3870,Jennifer Lee Wiggins,134.0,
3871,Arthur Agee,6.0,
3872,Christopher Toler,23.0,
3873,Bruce Altman,67.0,
3874,Kara Hayward,524.0,
3875,Tristan Mack Wilds,519.0,
3876,Akima,282.0,
3877,Robinne Lee,170.0,
3878,Steffinnie Phrommany,320.0,
3879,Lee Armstrong,511.0,
3880,Dave Fennoy,338.0,
3881,Madison Lintz,385.0,
3882,Lorraine Ziff,21000.0,
3883,Edward Everett Horton,172.0,
3884,Joshua Leonard,170.0,
3885,Jimi Hendrix,227.0,
3886,Barry Dennen,29.0,
3887,David A.R. White,266.0,
3888,Matthew Feeney,20.0,
3889,Angela Nordeng,371.0,
3890,Garba Touré,0.0,
3891,Colin Andrews,0.0,
3892,Félix Moati,8.0,
3893,Spela Colja,0.0,
3894,Ken Bevel,153.0,
3895,Pant Shirt Baba,0.0,
3896,Peter Breck,189.0,
3897,Saul Stein,10.0,
3898,Hoke Howell,23.0,
3899,Eva Carrozza,0.0,
3900,Bill Clinton,184.0,
3901,Vince McMahon,44.0,
3902,Lincoln Hoppe,24.0,
3903,Zubaida Sahar,0.0,
3904,Peter Riegert,169.0,
3905,Ari Gold,27.0,
3906,Big Budah,34.0,
3907,LisaRaye McCoy,485.0,
3908,Ricky Jay,79.0,
3909,Minoru Chiaki,8.0,
3910,Greg Speirs,9.0,
3911,Tina Louise,422.0,
3912,Jake Sandvig,172.0,
3913,Jack Plotnick,248.0,
3914,Amber Benson,326.0,
3915,Whitney Able,280.0,
3916,Joanne Whalley,507.0,
3917,Ann Dowd,185.0,
3918,Christa B. Allen,533.0,
3919,Zheng Xu,4.0,
3920,Jacques Brel,27.0,
3921,Rai Alexandra,0.0,
3922,Bruce Vilanch,244.0,
3923,John McGlothlin,492.0,
3924,Tim Abell,317.0,
3925,Christian Alvarez,15.0,
3926,Randy Jay Burrell,402.0,
3927,Jennifer Landa,41.0,
3928,Joel Paul Reisig,431.0,
3929,Sarah Callan,0.0,
3930,Jeff Delaney,169.0,
3931,Mark Torgl,11.0,
3932,George T. Odom,12.0,
3933,Nicholas Farrell,89.0,
3934,Dennis L.A. White,251.0,
3935,Lloyd Kaufman,365.0,
3936,Cheyenne Jackson,469.0,
3937,Dick Powell,105.0,
3938,Jack Canfield,2.0,
3939,Taylor Nichols,74.0,
3940,Frida Hallgren,24.0,
3941,Ace Marrero,94.0,
3942,Eve Plumb,235.0,
3943,Ashley Palmer,109.0,
3944,Jay Adams,20.0,
3945,Jesse Garcia,200.0,
3946,Sue Corcoran,14.0,
3947,Jonathan Caouette,20.0,
3948,Chris Cox,31.0,
3949,Paul Elia,709.0,
3950,David Warbeck,22.0,
3951,Ron Lynch,11.0,
3952,Andrew Daly,171.0,
3953,Jeff Seymour,64.0,
3954,Roshan Seth,61.0,
3955,Michelle Nolden,100.0,
3956,Ingrid Thulin,132.0,
3957,Mae Marsh,22.0,
3958,DeForest Kelley,606.0,
3960,Betsy Baker,66.0,
3961,Nora Arnezeder,378.0,
3962,Joe Bishop,0.0,
3963,Steve James,96.0,
3964,Ellen Block,0.0,
3965,Tracy Spiridakos,821.0,
3966,Natalie Welch,3.0,
3968,Alan Hale,114.0,
3969,Mary Tsoni,37.0,
3970,Gary Coleman,633.0,
3972,Zinedine Soualem,9.0,
3973,Mark Caven,16.0,
3974,Lucy,44.0,
3975,Anna Karina,257.0,
3976,Beatrice Ntuba,0.0,
3977,Gloria Foster,99.0,
3978,Eli Marienthal,157.0,
3979,Eddie Jones,53.0,
3980,Alexander Wraith,119.0,
3981,Elizabeth Stenholt,503.0,
3982,Wilhelm von Homburg,102.0,
3983,Joanna Cassidy,317.0,
3984,Pierre Prieur,0.0,
3985,Carmen Argenziano,338.0,
3986,Matt Servitto,260.0,
3987,Jason Tobin,26.0,
3988,Mike White,487.0,
3989,Rizwan Manji,89.0,
3990,Nicholas Simmons,553.0,
3991,Bill Martone,2.0,
3993,Charlie Bewley,487.0,
3994,Clint Jordan,8.0,
3995,Gus Van Sant,835.0,
3996,James Norton,340.0,
3997,Flaco Navaja,64.0,
3998,Natalie Canerday,32.0,
3999,Luke Mably,438.0,
4000,Samantha Buck,24.0,
4001,Mark Hengst,168.0,
4002,Lorne Cardinal,53.0,
4003,Marty Lindsey,115.0,
4004,Derek Brandon,168.0,
4005,Kate Flannery,219.0,
4006,June Lockhart,427.0,
4007,Steve Duin,0.0,
4008,Brit Morgan,206.0,
4009,Dana Blackstone,96.0,
4010,Renée Adorée,12.0,
4011,Jacob Zachar,185.0,
4012,Brock Baker,297.0,
4013,James Lance,161.0,
4014,Vivian Lamolli,755.0,
4015,Donald Austin,0.0,
4016,Nancy Ison,12.0,
4018,Steve Bisley,76.0,
4019,Alex Désert,135.0,
4020,Gian Maria Volontè,360.0,
4021,Gilbert Roland,85.0,
4022,Jasper Johal,0.0,
4023,Chris Thomas,21.0,
4024,Sebastian Schipper,20.0,
4025,Leo Rossi,90.0,
4026,Natasha Bedingfield,58.0,
4027,Stevan Mena,25.0,
4028,Adam Rifkin,89.0,
4029,Ryan Kennedy,165.0,
4030,Victoria Lachelle,18.0,
4031,Bertrand Cantat,0.0,
4032,Sylvia Eckhausen,0.0,
4033,Evelyn Jefferson,0.0,
4034,Jordan Bridges,194.0,
4035,Chase Masterson,189.0,
4036,Robert Turano,32.0,
4037,Robin Bartlett,79.0,
4038,Alex Emanuel,375.0,
4039,Amir Farrokh Hashemian,35.0,
4040,Chris New,75.0,
4041,Joie Lee,53.0,
4042,Stacie Evans,0.0,
4043,Ana Maria Guran,0.0,
4044,William Mapother,399.0,
4045,Joe Lev,54.0,
4046,Aaron Stanford,346.0,
4047,Markéta Irglová,96.0,
4048,Eugene Roche,23.0,
4049,Rowan Isaacson,2.0,
4050,Martin Compston,204.0,
4051,Bill Allen,36.0,
4052,Bill Melendez,36.0,
4053,Hugh Ducklow,0.0,
4054,Jesse Jane,366.0,
4055,Xinhua Jiang,0.0,
4056,Pat Boone,91.0,
4057,Hassan Johnson,180.0,
4058,Mike Birbiglia,128.0,
4059,Valentine,0.0,
4060,Macha Méril,7.0,
4061,Erin Bethea,150.0,
4062,Cassidy Gifford,40.0,
4063,Jack Nance,158.0,
4064,Johnnie Walker,2.0,
4065,Keenen Ivory Wayans,322.0,
4066,Chuck Mitchell,24.0,
4067,Brian Howe,76.0,
4068,Gabriela Castillo,134.0,
4069,Edmund McMillen,0.0,
4070,Adam Rayner,279.0,
4072,Hugh Mun,18.0,
4074,Dottie Alexander,0.0,
4075,Seth Ackerman,0.0,
4076,Clint Mansell,512.0,
4077,Meredith Scott Lynn,166.0,
4078,Tom Ardavany,184.0,
4079,Steve Diasparra,15.0,
4080,Amanda Kearsan,0.0,
4081,Jason Evers,16.0,
4082,Vincent Duvall,87.0,
4083,Courtney Bell,28.0,
4084,Michael McGlone,111.0,
4085,Shailene Garnett,19.0,
4086,Jeremy Sande,413.0,
4087,Chelse Swain,36.0,
4088,David Mersault,9.0,
4089,Olivia Cooke,680.0,
4090,Greg Aronowitz,20.0,
4091,Paul Eenhoorn,571.0,
4092,Eddie Rouse,61.0,
4093,Christa Miller,467.0,
4094,Johnny Walter,507.0,
4095,Patricia Raven,114.0,
4096,Thomas Brophy,132.0,
4097,Kirpatrick Thomas,17.0,
4098,Kate Dollenmayer,6.0,
4099,Ron Gelner,0.0,
4100,Tony Way,95.0,
4101,Brian O'Halloran,657.0,
4102,Bobby Kendall,0.0,
4103,Panchito Gómez,46.0,
4104,Richard Linklater,0.0,
4105,Mikaal Bates,25.0,
4106,Suzi Lorraine,184.0,
4107,Lisa Arnold,49.0,
4108,Alana Kaniewski,19.0,
4109,Olwenya Maina,19.0,
4110,Heather Burns,212.0,
4111,Jason Trost,91.0,
4112,Mink Stole,143.0,
4113,Béatrice Dalle,133.0,
4114,Nargess Mamizadeh,0.0,
4115,Michael Parle,5.0,
4116,Anna Nakagawa,13.0,
4117,Michael Cortez,20.0,
4118,Joe Coffey,98.0,
4119,Stanley B. Herman,194.0,
4120,David Sullivan,45.0,
4121,Edgar Tancangco,0.0,
4122,Peter Marquardt,20.0,
4123,John Considine,44.0,
4124,Caitlin FitzGerald,205.0,
4125,Daphne Zuniga,470.0,
4126,Valorie Curry,593.0,
4127,Maxwell Moody,0.0,
4128,Brian Herzlinger,23.0,
4129,Stephanie Sigman,161.0,
4130,Alan D. Purwin,2000.0,
4131,Nicole Scherzinger,718.0,
4132,Evan Parke,84.0,
4134,Daniel Cudmore,560.0,
4135,B.J. Novak,825.0,
4136,Taika Waititi,326.0,
4137,Noel Clarke,928.0,
4138,Ralph Brown,140.0,
4139,Peter Sohn,113.0,
4140,Lydia Wilson,105.0,
4141,Tom McCarthy,310.0,
4142,Casper Crump,103.0,
4143,Zakes Mokae,60.0,
4144,Phyllis Smith,384.0,
4145,Jin Akanishi,982.0,
4146,Mary Kay Place,213.0,
4147,Thomas Robinson,604.0,
4148,Peter Scolari,267.0,
4150,Carolyn Hennesy,191.0,
4151,Atsuko Maeda,12.0,
4152,Robert Capron,370.0,
4154,Laura Brent,59.0,
4155,Willow Smith,558.0,
4156,Dominic Monaghan,2000.0,
4157,Livvy Stubenrauch,490.0,
4158,Helmut Bakaitis,30.0,
4159,James Lipton,699.0,
4160,Niecy Nash,182.0,
4161,Lily James,502.0,
4162,Art Malik,162.0,
4163,Mike Bell,15.0,
4164,Matt Craven,256.0,
4165,Karan Brar,517.0,
4166,Zach Woods,322.0,
4167,Sebastian Roché,964.0,
4168,David Herman,233.0,
4169,Darlene Love,91.0,
4170,David Threlfall,168.0,
4171,John Diehl,184.0,
4172,Andy Richter,179.0,
4173,April Winchell,183.0,
4174,August Diehl,282.0,
4175,Eddie Baroo,165.0,
4176,Della Reese,388.0,
4177,Ralph Ineson,159.0,
4178,Alfred Enoch,1000.0,
4179,Jeffrey Garcia,56.0,
4180,John Glover,409.0,
4181,Tabu,341.0,
4182,Christina Cox,567.0,
4183,Nicholas Elia,87.0,
4184,Teyonah Parris,157.0,
4185,Zoë Bell,1000.0,
4186,Rila Fukushima,929.0,
4187,Vanessa Hessler,141.0,
4188,Jeremy Howard,429.0,
4189,Amy Warren,13.0,
4190,Tim Heidecker,78.0,
4191,Mini Anden,350.0,
4192,Stephanie March,322.0,
4193,Olly Alexander,116.0,
4194,Chad L. Coleman,741.0,
4195,Dwight Schultz,432.0,
4196,Madison McKinley,111.0,
4197,G.W. Bailey,421.0,
4198,Olga Fonda,544.0,
4199,Vanessa Matsui,40.0,
4200,Aramis Knight,430.0,
4201,Spencer Breslin,434.0,
4202,Philip Glenister,195.0,
4203,Michael Rispoli,385.0,
4204,Derek Jeter,107.0,
4205,Roma Maffia,383.0,
4206,Max Records,279.0,
4207,Troy Evans,120.0,
4208,Ben Stein,227.0,
4209,Frank Dillane,571.0,
4210,Igal Naor,95.0,
4211,Patricia Velasquez,591.0,
4212,Shigeo Kobayashi,28.0,
4213,Roger Bart,465.0,
4214,Drake,916.0,
4215,Chris Barrie,240.0,
4216,Lou Romano,55.0,
4217,Matthew Modine,810.0,
4218,Harris Yulin,141.0,
4219,Al Roker,56.0,
4220,Kelly Keaton,117.0,
4221,Joey Slotnick,423.0,
4222,Kelly Lynch,466.0,
4223,June Foray,484.0,
4224,Michael Wright,249.0,
4225,Velibor Topic,84.0,
4226,Kim Delaney,281.0,
4227,Will.i.am,350.0,
4228,Lex Shrapnel,123.0,
4229,Sandahl Bergman,183.0,
4230,Fred Tatasciore,118.0,
4231,Hettienne Park,148.0,
4232,Sarah Parish,213.0,
4233,Lisa Bonet,619.0,
4234,Karl Yune,210.0,
4235,Nikki Griffin,159.0,
4236,Jsu Garcia,172.0,
4237,Max Wright,87.0,
4238,Ellen Wong,719.0,
4239,Rekha Sharma,106.0,
4240,Miguel A. Núñez Jr.,271.0,
4241,Rakie Ayola,20.0,
4242,Katt Williams,615.0,
4244,Brian Steele,160.0,
4245,Anthony Reynolds,575.0,
4246,Andrew Bryniarski,390.0,
4247,Garrick Hagon,110.0,
4248,Dalip Singh,421.0,
4249,Nellie Sciutto,163.0,
4250,Paula Abdul,208.0,
4251,Kathryn Joosten,495.0,
4252,Charlie Cox,0.0,
4253,Sam Lloyd,159.0,
4254,William Abadie,38.0,
4255,Juan Riedinger,71.0,
4256,Michael Potts,67.0,
4257,Josh Robert Thompson,375.0,
4258,Zahn McClarnon,495.0,
4259,Jose Pablo Cantillo,502.0,
4260,Michael Brandon,87.0,
4261,Dick York,474.0,
4262,Russi Taylor,62.0,
4263,Josh Stamberg,102.0,
4264,Adrian Alonso,163.0,
4265,Rosalind Chao,129.0,
4266,Julie-Marie Parmentier,8.0,
4267,Bart the Bear,904.0,
4268,Bruce Thomas,183.0,
4269,Amy Brenneman,366.0,
4270,Madison Rothschild,210.0,
4271,John Topor,41.0,
4272,Andrea Di Stefano,30.0,
4273,Glenne Headly,231.0,
4274,Lotte Verbeek,612.0,
4275,Tom Sizemore,0.0,
4276,Penny Balfour,14.0,
4277,Rie Miyazawa,7.0,
4278,Jemima Rooper,212.0,
4279,Dylan Schombing,74.0,
4280,Ben Diskin,20.0,
4281,Niketa Calame,847.0,
4282,Melissa Sturm,18.0,
4283,Mo Gallini,771.0,
4284,Vanessa Lee Chester,227.0,
4285,Rita Davies,18.0,
4286,Jay Leno,241.0,
4287,Allen Covert,328.0,
4288,Paul Dooley,260.0,
4289,Barry Shabaka Henley,232.0,
4290,Charles Halford,218.0,
4291,Yvette Nicole Brown,446.0,
4292,Jud Tylor,15000.0,
4293,Damian Lewis,0.0,
4294,Christian Berkel,104.0,
4295,Sarah Steele,138.0,
4296,Azura Skye,193.0,
4297,Randall Duk Kim,99.0,
4298,Steve Byers,222.0,
4299,Ransford Doherty,759.0,
4300,Huey Lewis,215.0,
4301,Keegan-Michael Key,415.0,
4302,Tim McGraw,461.0,
4303,James Robinson,403.0,
4304,Marcia Wallace,433.0,
4305,Cristián de la Fuente,462.0,
4306,Oanh Nguyen,8.0,
4307,Conrad Vernon,48.0,
4308,Leila Arcieri,212.0,
4309,Franco Nero,576.0,
4310,Lyndie Greenwood,160.0,
4311,Michael Dorn,748.0,
4312,John Buffalo Mailer,17.0,
4313,Zach McGowan,423.0,
4314,Nathaniel Parker,271.0,
4315,Garcelle Beauvais,384.0,
4316,Celina Beach,66.0,
4317,Gaia Weiss,182.0,
4318,Aida Turturro,97.0,
4319,Stephen Merchant,681.0,
4320,Michael Gaston,135.0,
4321,Owen Teale,112.0,
4322,Reece Thompson,354.0,
4323,Andrea Savage,105.0,
4324,Stuart Wilson,94.0,
4325,William Devane,416.0,
4326,Janine Turner,369.0,
4327,Horatio Sanz,174.0,
4328,Yvonne Zima,263.0,
4329,Michael Kitchen,184.0,
4330,Jonah Bobo,539.0,
4331,Eugenie Bondurant,637.0,
4332,Tony Noble,25.0,
4333,Tom Goodman-Hill,221.0,
4334,Simon Chandler,16.0,
4335,Bob Peck,191.0,
4336,Sung-jun Yoo,7.0,
4337,Ice-T,867.0,
4338,Chelsea Handler,439.0,
4339,Haley Bennett,664.0,
4340,Drew Sidora,311.0,
4341,Nicky Naudé,73.0,
4342,Peter Krause,576.0,
4343,Eden Riegel,145.0,
4344,Jimmy Shubert,82.0,
4345,Rosa Salazar,240.0,
4346,Jaqueline Fleming,357.0,
4347,Jessalyn Gilsig,380.0,
4348,Judith Hill,6.0,
4349,Griffin Kane,175.0,
4350,Bill Hunter,226.0,
4351,John Hodgman,57.0,
4352,Kristen Connolly,751.0,
4353,Fred Williamson,767.0,
4354,Elaine Stritch,586.0,
4355,Ritchie Coster,107.0,
4356,Gemma Chan,288.0,
4357,Julian Kostov,864.0,
4358,Louis Ferreira,295.0,
4359,Wade Williams,300.0,
4360,Leleti Khumalo,204.0,
4361,Julia Duffy,210.0,
4362,Chi Muoi Lo,308.0,
4363,Joe Viterelli,236.0,
4364,Carrie Preston,652.0,
4365,Xzibit,218.0,
4366,Jacob Hopkins,77.0,
4367,Timothy West,82.0,
4368,Vanessa Marshall,68.0,
4369,Shawn Christian,196.0,
4370,Jamie Foreman,466.0,
4371,Tania Saulnier,102.0,
4372,Eddie Peng,22.0,
4373,Paolo Montalban,242.0,
4374,Stefan Kapicic,361.0,
4375,Keir O'Donnell,318.0,
4376,Caroline Rhea,271.0,
4377,Richard Crenna,349.0,
4378,Matt Bushell,110.0,
4379,Kevin Brown,727.0,
4380,Cynthia Nixon,479.0,
4381,Terry O'Neill,40.0,
4382,Mihalis Giannatos,58.0,
4383,Michael Bowen,348.0,
4384,Sam Anderson,194.0,
4385,Matthew Gray Gubler,639.0,
4386,Holland Taylor,458.0,
4387,Michael Chernus,186.0,
4388,James Karen,168.0,
4389,Chiaki Kuriyama,640.0,
4390,Gary Jones,72.0,
4391,Brion James,403.0,
4392,Kate Luyben,95.0,
4393,Paul McGann,243.0,
4394,Peter Polycarpou,34.0,
4395,Rex Linn,215.0,
4396,John Ashton,241.0,
4397,Paterson Joseph,352.0,
4398,John Castle,67.0,
4399,Hugh Bonneville,518.0,
4400,David Walton,676.0,
4402,David Backus,43.0,
4403,Matt O'Leary,303.0,
4404,Kelvin Han Yee,681.0,
4405,Parker Sawyers,304.0,
4406,Tom Dreesen,21.0,
4407,Rebecca Dayan,75.0,
4408,Victoria Smurfit,343.0,
4409,Rob Moran,79.0,
4410,Bobby Block,21.0,
4411,Jon Stewart,593.0,
4412,Bonnie Hunt,597.0,
4413,Zach Mills,417.0,
4414,Herbert Russell,701.0,
4415,Mark L. Young,322.0,
4416,Michael Monks,58.0,
4417,Georgina Chapman,55.0,
4418,Nicola Walker,132.0,
4419,Conrad Goode,477.0,
4420,Chad Lowe,372.0,
4421,Reuben Langdon,144.0,
4422,Charles Martinet,283.0,
4423,Scott Lawrence,159.0,
4424,Gilbert R. Hill,174.0,
4425,Marcel Iures,258.0,
4426,Sven-Ole Thorsen,158.0,
4427,Taylor Dooley,717.0,
4428,Peter Youngblood Hills,39.0,
4429,Rain,72.0,
4430,Carmine Giovinazzo,432.0,
4431,John Lyons,5.0,
4432,Kelly Rowan,282.0,
4433,Richard Brake,163.0,
4434,Rita Wilson,323.0,
4436,Rick Hoffman,581.0,
4437,Michelle Forbes,764.0,
4438,Aaron Hill,398.0,
4439,Jessica Collins,303.0,
4440,Raza Jaffrey,509.0,
4441,Rab Affleck,15.0,
4442,Grant Bowler,600.0,
4443,Willie Nelson,338.0,
4444,Josie Ho,77.0,
4445,Tom Sturridge,830.0,
4446,James Lew,215.0,
4447,Matthew Macfadyen,0.0,
4448,Leland Orser,308.0,
4449,Mel Rodriguez,237.0,
4450,Steve Bacic,235.0,
4451,Mykelti Williamson,393.0,
4452,Michael Nardone,194.0,
4453,Keith Hudson,23.0,
4454,Eric Peterson,59.0,
4455,Alissa Dean,807.0,
4456,Natalya Bondarchuk,12.0,
4457,George Cole,77.0,
4458,Julia Jones,364.0,
4459,Anita Briem,311.0,
4460,Robin Sachs,436.0,
4461,Steve Whitmire,84.0,
4462,Izabella Miko,560.0,
4463,Kris Marshall,548.0,
4464,Ian Richardson,140.0,
4465,Emilio Estefan Jr.,20.0,
4466,James Tumminia,443.0,
4467,William Lucking,132.0,
4468,Will Beinbrink,167.0,
4469,Ben Miller,252.0,
4470,Joe Komara,10000.0,
4471,Obba Babatundé,451.0,
4472,Nels Lennarson,19.0,
4473,Man Li,10.0,
4474,James With,61.0,
4475,Unax Ugalde,50.0,
4476,Céline Sallette,114.0,
4477,Togo Igawa,104.0,
4478,Cliff Edwards,40.0,
4479,Chelsea Bond,16.0,
4480,Valerie Tian,135.0,
4481,Julia Sawalha,206.0,
4482,Charice,491.0,
4483,David Eigenberg,395.0,
4484,Slash,412.0,
4485,Jared Burke,16.0,
4486,Anders Holm,365.0,
4487,Bob Hastings,253.0,
4488,Evan Jones,196.0,
4489,Mélissa Theuriau,6.0,
4490,J. Smith-Cameron,54.0,
4491,JoBeth Williams,296.0,
4492,William Bassett,225.0,
4493,Bruce Campbell,298.0,
4494,Dan Bilzerian,127.0,
4495,Rosie O'Donnell,251.0,
4496,Marcella Lentz-Pope,81.0,
4497,Sachiko Ishida,49.0,
4498,Jason Douglas,175.0,
4499,Jane Curtin,257.0,
4500,Cheryl Penland,4.0,
4501,Marisol Nichols,633.0,
4502,David Thornton,119.0,
4503,Sam Jaeger,389.0,
4504,Lino Facioli,177.0,
4505,Jonathan Morgan Heit,91.0,
4506,Jonathan Brewer,19.0,
4507,Ebon Moss-Bachrach,211.0,
4508,Joy Bryant,280.0,
4509,Scott Vance,235.0,
4511,Jonathan Hyde,287.0,
4512,Jeremy Owen,57.0,
4513,Julene Renee,78.0,
4514,Shenae Grimes-Beech,687.0,
4515,Anthony Heald,173.0,
4516,Jesse James,235.0,
4517,Ione Skye,223.0,
4518,Daniel Brochu,12.0,
4519,Stephen Henderson,64.0,
4520,Vanessa Aspillaga,58.0,
4521,Jesse L. Martin,715.0,
4522,Angela Bettis,294.0,
4523,Carlease Burke,210.0,
4524,Marco Hofschneider,44.0,
4525,William Ragsdale,135.0,
4526,Lillo Brancato,353.0,
4527,Lauren Lee Smith,351.0,
4528,Oaklee Pendergast,284.0,
4529,Patricia Heaton,402.0,
